Utilizador:u866,Jaden Falcão,-7.1380644,37.52067
Transportadora:t603,Smartbus - Transportes Personalizados, Lda,-8.844014,41.38055,675641337,370,1.0
Transportadora:t987,Ideal - Expresso - Serviço De Estafetas, Lda,-6.622179,38.840267,695259278,942,1.0
Transportadora:t127,Mapelgex, Unipessoal, Lda,-6.654252,39.68296,240152434,901,1.0
Transportadora:t585,Futurvida - Fabricação De Veículos Especiais, Lda,-8.331722,37.681282,142717802,680,1.0
Transportadora:t762,Logicentro - Importação E Comercialização De Computadores, Lda,-7.2472134,38.65244,001684240,419,1.0
Transportadora:t038,Ideal - Expresso - Serviço De Estafetas, Lda,-7.347234,40.788155,006637568,296,1.0
Transportadora:t622,Loriexpress - Transporte De Encomendas, Lda,-8.321005,41.517532,537351881,962,1.0
Transportadora:t871,Logicentro - Importação E Comercialização De Computadores, Lda,-8.537871,38.502106,047661215,501,1.0
Transportadora:t331,Upper Class - Transportes E Serviços, Lda,-8.248572,38.34156,652036810,327,1.0
Transportadora:t345,Manuel Valente De Almeida & Filhos, Lda,-6.7044907,41.89144,775628076,961,1.0
Transportadora:t588,Manuel Valente De Almeida & Filhos, Lda,-7.676875,40.025764,869925940,357,1.0
Transportadora:t780,Fozpost - Entregas E Recolhas De Encomendas, Lda,-8.927867,37.66598,360853908,875,1.0
Transportadora:t604,Compressores Betico Portugal, Unipessoal, Lda,-8.397592,39.062885,242332578,624,1.0
Transportadora:t125,Smartbus - Transportes Personalizados, Lda,-7.9202323,41.651737,781712144,097,1.0
Transportadora:t323,Logistaf, Lda,-9.188581,38.286533,797471553,394,1.0
Transportadora:t321,Futurvida - Fabricação De Veículos Especiais, Lda,-8.331341,40.60633,207085021,598,1.0
Transportadora:t864,Manuel Valente De Almeida & Filhos, Lda,-7.0891275,40.033043,731537498,399,1.0
Transportadora:t525,M.r.j. - Transportes De Encomendas Urgentes, Lda,-7.91788,40.255634,356465837,987,1.0
Transportadora:t308,Mapelgex, Unipessoal, Lda,-7.1565967,40.139828,526821328,211,1.0
Transportadora:t285,Edgar & Prieto, Lda,-8.8063545,38.323418,337690686,415,1.0
Transportadora:t628,Paulexpress - Transporte De Mercadorias, Lda,-9.1938,37.559353,380802681,495,1.0
Transportadora:t425,Sistaexpresso - Transporte De Encomendas Postais,unipessoal., Lda,-6.724721,39.756245,337963478,683,1.0
Transportadora:t781,Loriexpress - Transporte De Encomendas, Lda,-7.5519495,41.802933,404402188,907,1.0
Transportadora:t750,Futurvida - Fabricação De Veículos Especiais, Lda,-7.8639674,37.38372,874092167,527,1.0
Transportadora:t120,Futurvida - Fabricação De Veículos Especiais, Lda,-7.252496,39.144955,133055074,906,1.0
Transportadora:t031,Futurvida - Fabricação De Veículos Especiais, Lda,-6.905607,38.631767,003011148,788,1.0
Transportadora:t951,Logicentro - Importação E Comercialização De Computadores, Lda,-6.7981653,37.7332,298884384,975,1.0
Transportadora:t969,Be Rapid - Distribuição De Encomendas, Lda,-8.932466,39.023018,126498326,211,1.0
Transportadora:t926,Inforlider - Sociedade De Organização Informática, Lda,-8.086561,41.624393,667695453,767,1.0
Transportadora:t402,Lopes Pereira & Pereira, Lda,-7.2587986,41.72903,671243460,454,1.0
Transportadora:t852,Portomail - Transporte De Documentos E Encomendas, Lda,-7.0805798,37.15703,200309178,377,1.0
Transportadora:t984,Lopes Pereira & Pereira, Lda,-6.714321,40.976856,957280175,529,1.0
Transportadora:t415,Dachser Portugal Air And Sea Logistics, S.a.,-8.795296,37.381992,314888307,808,1.0
Transportadora:t687,Smartbus - Transportes Personalizados, Lda,-8.418875,38.93133,678872573,886,1.0
Transportadora:t972,Upper Class - Transportes E Serviços, Lda,-9.037312,38.444107,438772837,993,1.0
Transportadora:t177,Dachser Portugal Air And Sea Logistics, S.a.,-7.018856,37.453503,816682167,293,1.0
Transportadora:t788,Transportes Ideal Da Freixeira, Lda,-8.740731,38.306213,663188030,680,1.0
Transportadora:t986,Transportes Tufão, Unipessoal, Lda,-9.229233,38.122314,725281716,875,1.0
Transportadora:t296,Edgar & Prieto, Lda,-8.271297,41.73481,362853629,265,1.0
Transportadora:t112,Upper Class - Transportes E Serviços, Lda,-7.194028,39.416073,776058511,564,1.0
Transportadora:t682,Loriexpress - Transporte De Encomendas, Lda,-6.5376806,37.552555,823629913,984,1.0
Transportadora:t990,Be Rapid - Distribuição De Encomendas, Lda,-6.6953406,38.427692,629574343,444,1.0
Transportadora:t367,Upper Class - Transportes E Serviços, Lda,-7.746031,39.345963,429416606,981,1.0
Transportadora:t254,Smartbus - Transportes Personalizados, Lda,-9.006926,38.00918,172507279,971,1.0
Transportadora:t075,Loriexpress - Transporte De Encomendas, Lda,-8.938472,41.12069,877158489,981,1.0
Transportadora:t147,Inforlider - Sociedade De Organização Informática, Lda,-6.9416313,38.518826,315937790,021,1.0
Transportadora:t894,Logistaf, Lda,-6.7078247,39.558952,663080039,243,1.0
Transportadora:t630,Transportes Ideal Da Freixeira, Lda,-7.005169,38.685833,389164550,514,1.0
Transportadora:t480,Portomail - Transporte De Documentos E Encomendas, Lda,-7.7103653,39.110104,797139293,569,1.0
Transportadora:t499,Compressores Betico Portugal, Unipessoal, Lda,-7.6333055,40.984142,239006226,526,1.0
Transportadora:t080,Sistaexpresso - Transporte De Encomendas Postais,unipessoal., Lda,-8.584151,39.85929,417424596,740,1.0
Transportadora:t199,Dachser Portugal Air And Sea Logistics, S.a.,-8.09401,41.008236,507829428,156,1.0
Transportadora:t495,Manuel Valente De Almeida & Filhos, Lda,-8.682559,39.442577,764038338,376,1.0
Transportadora:t634,Compressores Betico Portugal, Unipessoal, Lda,-6.422324,37.23933,443989539,136,1.0
Transportadora:t271,Ttc - Transportes Teles Do Carmo, Lda,-9.0340605,39.475517,890056008,455,1.0
Transportadora:t607,Lopes Pereira & Pereira, Lda,-9.081204,40.26173,714110337,127,1.0
Transportadora:t185,Ideal - Expresso - Serviço De Estafetas, Lda,-8.656961,37.729378,748411511,262,1.0
Transportadora:t439,Be Rapid - Distribuição De Encomendas, Lda,-7.8988714,40.3923,632452750,933,1.0
Transportadora:t460,Dachser Portugal Air And Sea Logistics, S.a.,-6.527381,40.539104,804998869,666,1.0
Transportadora:t782,Jet Express - Empresa De Estafetagem, Lda,-6.4732504,37.7835,779131913,571,1.0
Transportadora:t938,Central Mensageiro - Serviço De Estafetas Móveis, Lda,-7.9161634,41.99193,447957029,791,1.0
Transportadora:t821,Logicentro - Importação E Comercialização De Computadores, Lda,-7.7017126,41.923187,757769534,830,1.0
Transportadora:t842,Edgar & Prieto, Lda,-7.6085835,39.501484,564616572,474,1.0
Transportadora:t011,Manuel Valente De Almeida & Filhos, Lda,-8.920927,39.433216,597196385,072,1.0
Transportadora:t106,Upper Class - Transportes E Serviços, Lda,-8.988209,37.962868,213190491,750,1.0
Transportadora:t496,Geocargo - Transitários, Lda,-6.340042,41.946648,211921415,114,1.0
Transportadora:t273,Compressores Betico Portugal, Unipessoal, Lda,-6.953801,41.75669,681250070,031,1.0
Transportadora:t969,Sgate - Sociedade Comercial E De Gestão De Artigos Têxteis, Encomendas E Moda, Lda,-6.6132984,40.92558,046910805,861,1.0
Transportadora:t088,Lopes Pereira & Pereira, Lda,-8.652871,37.109215,248152137,847,1.0
Transportadora:t312,Edgar & Prieto, Lda,-6.78112,39.259335,749699652,592,1.0
Transportadora:t206,Smartbus - Transportes Personalizados, Lda,-6.5851235,39.861553,972677617,262,1.0
Transportadora:t675,Dachser Portugal Air And Sea Logistics, S.a.,-7.89785,37.15624,302713310,551,1.0
Transportadora:t404,Manuel Valente De Almeida & Filhos, Lda,-8.332748,40.478107,728973650,400,1.0
Transportadora:t926,Iberomail - Correio Internacional, S.a.,-8.867173,38.128345,731512402,952,1.0
Transportadora:t917,Avintestour - Transporte De Passageiros, Lda,-8.328087,41.656822,726225400,998,1.0
Transportadora:t192,Logicentro - Importação E Comercialização De Computadores, Lda,-6.6891537,37.787426,054331150,769,1.0
Transportadora:t068,Futurvida - Fabricação De Veículos Especiais, Lda,-8.770233,39.77072,645555039,780,1.0
Transportadora:t691,Logistaf, Lda,-6.548332,37.26374,311637701,849,1.0
Transportadora:t609,Transportes Ideal Da Freixeira, Lda,-9.265554,38.89498,254680902,503,1.0
Transportadora:t359,Loriexpress - Transporte De Encomendas, Lda,-8.613002,40.280025,315519189,712,1.0
Transportadora:t641,Jet Express - Empresa De Estafetagem, Lda,-7.9186816,38.58322,341055492,598,1.0
Transportadora:t907,Geocargo - Transitários, Lda,-7.182247,41.202835,836743782,580,1.0
Transportadora:t655,Iberomail - Correio Internacional, S.a.,-8.683747,40.843178,756914984,742,1.0
Transportadora:t851,Smartbus - Transportes Personalizados, Lda,-9.23237,39.013992,650536523,169,1.0
Transportadora:t966,Logistaf, Lda,-7.8009663,38.725655,408352942,171,1.0
Transportadora:t150,Lopes Pereira & Pereira, Lda,-8.39087,41.1788,486784406,097,1.0
Transportadora:t156,Logicentro - Importação E Comercialização De Computadores, Lda,-9.168716,37.713486,942925013,261,1.0
Transportadora:t998,Futurvida - Fabricação De Veículos Especiais, Lda,-9.304709,41.18957,868419877,445,1.0
Transportadora:t172,Plano I9 - Soluções Globais Logísticas, Lda,-7.1557393,39.338665,214785889,773,1.0
Transportadora:t760,Loriexpress - Transporte De Encomendas, Lda,-8.284147,38.934563,378922127,691,1.0
Transportadora:t052,Avintestour - Transporte De Passageiros, Lda,-8.441026,38.463425,827766408,047,1.0
Loja:l603,HOME NUT,-8.750605,37.905323
Loja:l345,BERSHKA,-9.046113,38.698704
Loja:l078,COLCHAONET,-7.309615,37.77059
Loja:l379,BERTRAND LIVREIROS,-8.148772,39.853485
Loja:l880,CHAVIARTE,-9.279424,40.564903
Loja:l190,CARPET STORE,-6.9276047,41.31314
Loja:l297,EQUIVALENZA,-9.275833,38.43974
Loja:l950,H&M,-6.737155,39.608047
Loja:l297,BERTRAND LIVREIROS,-8.860092,37.48224
Loja:l876,BSTRONGBURGER KING,-7.6544495,39.25569
Loja:l581,CENTROS ÚNICO,-8.826969,37.37447
Loja:l199,CELEIRO,-7.16121,39.494625
Loja:l704,BLINK,-7.4051456,40.782185
Loja:l692,H&M,-7.955706,38.28393
Loja:l579,CONTINENTE,-7.7264557,37.5511
Loja:l332,BERSHKA,-8.2747755,40.496326
Loja:l987,FLORMAR,-8.373256,37.316757
Loja:l748,CELEIRO,-6.8533006,40.823746
Loja:l726,BSTRONGBURGER KING,-9.080069,37.584667
Loja:l782,BERSHKA,-9.3124895,38.399986
Loja:l775,CHAVIARTE,-7.052906,41.258686
Loja:l065,HEBE GYROS,-9.016093,39.84994
Loja:l795,HAMBURGUERIA DEGEMA,-7.850775,41.447292
Loja:l220,GATO PRETO – LIVING SPACES,-8.961852,37.28503
Loja:l593,CINEPLACE,-7.079505,39.804173
Loja:l765,D'ORO JÓIAS,-6.9938498,37.14734
Loja:l965,CARPET STORE,-7.0712395,41.701935
Loja:l211,CENTROS ÚNICO,-8.254977,41.463467
Loja:l473,COFFEE & SOFT,-8.46401,37.980953
Loja:l542,CARPET STORE,-7.299402,38.358505
Loja:l022,CHATEAU D'AX,-8.459797,37.225777
Loja:l948,AGÊNCIA ABREU,-8.8627205,39.700054
Loja:l419,CENTROS ÚNICO,-6.9963417,38.78828
Loja:l102,AÇAÍ NATURA,-7.514144,38.661156
Loja:l122,CONTINENTE,-9.200085,40.62021
Loja:l430,CHATEAU D'AX,-7.6890078,40.429394
Loja:l631,CALZEDONIA,-7.1207733,37.45731
Loja:l943,HAMBURGUERIA DEGEMA,-6.321028,41.62794
Loja:l668,HAMBURGUERIA DEGEMA,-9.137305,38.333057
Loja:l781,CELEIRO,-8.190145,39.34931
Loja:l678,CALÇADO GUIMARÃES,-6.6667166,39.699146
Loja:l871,CASA DAS BOLAS DE BERLIM,-8.62927,39.18872
Loja:l446,CALZEDONIA,-7.9565787,38.19823
Loja:l996,CENTROS ÚNICO,-8.681892,38.60903
Loja:l645,EQUIVALENZA,-7.4056263,41.221
Loja:l016,CINEPLACE,-8.733323,38.28776
Loja:l087,CALÇADO GUIMARÃES,-7.8284297,38.153576
Loja:l306,CARPET STORE,-9.036504,39.369953
Loja:l139,COFFEE & SOFT,-6.347562,38.93686
Loja:l171,BLINK,-8.106409,40.83903
Loja:l904,CINEPLACE,-7.7722335,41.953476
Loja:l570,C&A,-7.044966,39.895317
Loja:l863,ACABEHOME,-8.348061,37.742676
Loja:l617,CARPET STORE,-8.805743,37.71826
Loja:l826,CORTEFIEL,-8.4162655,40.650356
Loja:l272,CORTEFIEL,-8.027109,39.9489
Loja:l833,COFFEE & SOFT,-9.088684,38.705368
Loja:l103,HOME NUT,-7.605072,40.0996
Loja:l053,EQUIVALENZA,-7.146223,37.80617
Loja:l631,CORTEFIEL,-8.94764,41.160072
Loja:l289,CHATEAU D'AX,-6.9488144,41.456253
Loja:l700,C&A,-7.754694,37.88428
Loja:l566,CELEIRO,-7.6962852,37.786674
Loja:l623,CONTINENTE,-8.974396,40.72869
Loja:l836,H&M,-7.692063,39.524933
Loja:l094,CONTINENTE,-7.3723645,41.801277
Loja:l409,AÇAÍ NATURA,-8.966588,38.069027
Loja:l822,D'ORO JÓIAS,-6.9916058,39.660362
Loja:l166,FORTE STORE,-9.030043,39.294193
Loja:l099,FLORMAR,-7.480997,41.650345
Loja:l495,BLINK,-6.664933,37.2349
Loja:l247,CALÇADO GUIMARÃES,-8.350994,38.080704
Loja:l197,D'ORO JÓIAS,-9.144065,39.42625
Loja:l664,CALZEDONIA,-6.5085,37.00214
Loja:l484,HEBE GYROS,-7.7880545,38.473293
Loja:l008,CELEIRO,-7.6554217,38.562428
Loja:l172,ESPAÇO CASA,-8.293455,37.297333
Loja:l316,COFFEE & SOFT,-6.3839912,41.1993
Loja:l806,BLINK,-9.231265,40.86367
Loja:l479,CENTROS ÚNICO,-7.2508287,41.336464
